mgi_symbol	ensembl_gene_id
Col5a2	ENSMUSG00000026042
Col9a2	ENSMUSG00000028626
Colgalt2	ENSMUSG00000032649
Commd2	ENSMUSG00000036513
Commd3	ENSMUSG00000051154
Commd7	ENSMUSG00000056941
Commd8	ENSMUSG00000029213
Commd9	ENSMUSG00000027163
Cop1	ENSMUSG00000040782
Copa	ENSMUSG00000026553
Cops2	ENSMUSG00000027206
Cops4	ENSMUSG00000035297
Cops5	ENSMUSG00000025917
Cops7b	ENSMUSG00000026240
Cops8	ENSMUSG00000034432
Cops9	ENSMUSG00000073616
Coq10b	ENSMUSG00000025981
Coq2	ENSMUSG00000029319
Coq3	ENSMUSG00000028247
Coq4	ENSMUSG00000026798
Coq5	ENSMUSG00000041733
Coq8a	ENSMUSG00000026489
Coro1c	ENSMUSG00000004530
Coro2a	ENSMUSG00000028337
Cox18	ENSMUSG00000035505
Cox20	ENSMUSG00000026500
Cox20	ENSMUSG00000111742
Cox4i2	ENSMUSG00000009876
Cox5b	ENSMUSG00000061518
Cox6a1	ENSMUSG00000041697
Cox7b	ENSMUSG00000031231
Cp	ENSMUSG00000003617
Cpb1	ENSMUSG00000011463
Cpeb2	ENSMUSG00000039782
Cplx1	ENSMUSG00000033615
Cpne3	ENSMUSG00000028228
Cpt2	ENSMUSG00000028607
Cptp	ENSMUSG00000029073
Cpxm1	ENSMUSG00000027408
Cr1l	ENSMUSG00000016481
Cr2	ENSMUSG00000026616
Crat	ENSMUSG00000026853
Crcp	ENSMUSG00000025532
Crct1	ENSMUSG00000027913
Creb1	ENSMUSG00000025958
Creb3	ENSMUSG00000028466
Creb3l1	ENSMUSG00000027230
Creg1	ENSMUSG00000040713
Creg2	ENSMUSG00000050967
Crispld1	ENSMUSG00000025776
Crlf2	ENSMUSG00000033467
Crls1	ENSMUSG00000027357
Crmp1	ENSMUSG00000029121
Crnkl1	ENSMUSG00000001767
Crocc	ENSMUSG00000040860
Crot	ENSMUSG00000003623
Crtc2	ENSMUSG00000027936
Cry2	ENSMUSG00000068742
Crybb1	ENSMUSG00000029343
Crybb3	ENSMUSG00000029352
Cryz	ENSMUSG00000028199
Csde1	ENSMUSG00000068823
Cse1l	ENSMUSG00000002718
Csf1	ENSMUSG00000014599
Csmd2	ENSMUSG00000028804
Csnk2a1	ENSMUSG00000074698
Cspp1	ENSMUSG00000056763
Csrnp3	ENSMUSG00000044647
Csrp1	ENSMUSG00000026421
Cst3	ENSMUSG00000027447
Cstad	ENSMUSG00000047363
Cstf1	ENSMUSG00000027498
Cstf2	ENSMUSG00000031256
Cstf3	ENSMUSG00000027176
Ctbp1	ENSMUSG00000037373
Ctbs	ENSMUSG00000028189
Ctcflos	ENSMUSG00000087382
Ctdsp1	ENSMUSG00000026176
Ctdspl2	ENSMUSG00000033411
Ctnnal1	ENSMUSG00000038816
Ctnnbip1	ENSMUSG00000028988
Ctnnbl1	ENSMUSG00000027649
Ctnnd1	ENSMUSG00000034101
Ctps	ENSMUSG00000028633
Ctps2	ENSMUSG00000031360
Ctsa	ENSMUSG00000017760
Ctsk	ENSMUSG00000028111
Ctso	ENSMUSG00000028015
Ctsz	ENSMUSG00000016256
Cttnbp2nl	ENSMUSG00000062127
Ctxn2	ENSMUSG00000074872
Cul3	ENSMUSG00000004364
Cul4b	ENSMUSG00000031095
Cux1	ENSMUSG00000029705
Cux2	ENSMUSG00000042589
Cwc22	ENSMUSG00000027014
Cxcl1	ENSMUSG00000029380
Cxcl10	ENSMUSG00000034855
Cxcl2	ENSMUSG00000058427
Cxcr4	ENSMUSG00000045382
Cxxc4	ENSMUSG00000044365
Cyb561d1	ENSMUSG00000048796
Cyb5r1	ENSMUSG00000026456
Cyb5rl	ENSMUSG00000028621
Cyp20a1	ENSMUSG00000049439
Cyp2j12	ENSMUSG00000081225
Cyp2j6	ENSMUSG00000052914
Cyp2j9	ENSMUSG00000015224
Cyp2u1	ENSMUSG00000027983
Cyp2u1	ENSMUSG00000116063
Cyp4b1	ENSMUSG00000028713
Cyp4x1	ENSMUSG00000047155
Cyp51	ENSMUSG00000001467
D030040B21Rik	ENSMUSG00000097744
D1Ertd622e	ENSMUSG00000044768
D2hgdh	ENSMUSG00000073609
D3Ertd751e	ENSMUSG00000025766
D430041D05Rik	ENSMUSG00000068373
D5Ertd579e	ENSMUSG00000029190
D730003I15Rik	ENSMUSG00000073478
Dab1	ENSMUSG00000028519
Dab2ip	ENSMUSG00000026883
Dap3	ENSMUSG00000068921
Dars	ENSMUSG00000026356
Dars2	ENSMUSG00000026709
Dbf4	ENSMUSG00000002297
Dbi	ENSMUSG00000026385
Dbndd2	ENSMUSG00000017734
Dbt	ENSMUSG00000000340
Dcaf10	ENSMUSG00000035572
Dcaf12	ENSMUSG00000028436
Dcaf12l1	ENSMUSG00000045284
Dcaf17	ENSMUSG00000041966
Dcaf6	ENSMUSG00000026571
Dcaf8	ENSMUSG00000026554
Dck	ENSMUSG00000029366
Dclk1	ENSMUSG00000027797
Dclk2	ENSMUSG00000028078
Dclre1b	ENSMUSG00000027845
Dclre1c	ENSMUSG00000026648
Dctn3	ENSMUSG00000028447
Dcun1d1	ENSMUSG00000027708
Dcun1d4	ENSMUSG00000051674
Dcx	ENSMUSG00000031285
Ddah1	ENSMUSG00000028194
Ddb2	ENSMUSG00000002109
Ddi2	ENSMUSG00000078515
Ddit4l	ENSMUSG00000046818
Ddost	ENSMUSG00000028757
Ddrgk1	ENSMUSG00000068290
Ddx18	ENSMUSG00000001674
Ddx20	ENSMUSG00000027905
Ddx27	ENSMUSG00000017999
Ddx31	ENSMUSG00000026806
Ddx3x	ENSMUSG00000000787
Ddx51	ENSMUSG00000029504
Ddx54	ENSMUSG00000029599
Ddx55	ENSMUSG00000029389
Ddx58	ENSMUSG00000040296
Ddx59	ENSMUSG00000026404
Decr1	ENSMUSG00000028223
Dedd	ENSMUSG00000013973
Degs1	ENSMUSG00000038633
Dennd1a	ENSMUSG00000035392
Dennd1b	ENSMUSG00000056268
Dennd4b	ENSMUSG00000042404
Dennd4c	ENSMUSG00000038024
Denr	ENSMUSG00000023106
Depdc5	ENSMUSG00000037426
Depdc7	ENSMUSG00000027173
Desi2	ENSMUSG00000026502
Desi2	ENSMUSG00000111522
Dffa	ENSMUSG00000028974
Dffb	ENSMUSG00000029027
Dgkd	ENSMUSG00000070738
Dgkk	ENSMUSG00000062393
Dgkk	ENSMUSG00000116051
Dgkq	ENSMUSG00000004815
Dgkz	ENSMUSG00000040479
Dhcr24	ENSMUSG00000034926
Dhdds	ENSMUSG00000012117
Dhtkd1	ENSMUSG00000025815
Dhx15	ENSMUSG00000029169
Dhx35	ENSMUSG00000027655
Dhx36	ENSMUSG00000027770
Dhx37	ENSMUSG00000029480
Dhx9	ENSMUSG00000042699
Diablo	ENSMUSG00000029433
Diaph2	ENSMUSG00000034480
Dido1	ENSMUSG00000038914
Dis3l2	ENSMUSG00000053333
Disp1	ENSMUSG00000030768
Disp2	ENSMUSG00000040035
Disp3	ENSMUSG00000041544
Dkc1	ENSMUSG00000031403
Dlg3	ENSMUSG00000000881
Dlgap3	ENSMUSG00000042388
Dlgap4	ENSMUSG00000061689
Dmac1	ENSMUSG00000028398
Dmap1	ENSMUSG00000009640
Dmd	ENSMUSG00000045103
Dmrtc1a	ENSMUSG00000031323
Dmtf1	ENSMUSG00000042508
Dnah7a	ENSMUSG00000096141
Dnaja1	ENSMUSG00000028410
Dnajb14	ENSMUSG00000074212
Dnajb2	ENSMUSG00000026203
Dnajb3	ENSMUSG00000081984
Dnajb4	ENSMUSG00000028035
Dnajb5	ENSMUSG00000036052
Dnajb6	ENSMUSG00000029131
Dnajc1	ENSMUSG00000026740
Dnajc10	ENSMUSG00000027006
Dnajc11	ENSMUSG00000039768
Dnajc16	ENSMUSG00000040697
Dnajc17	ENSMUSG00000034278
Dnajc19	ENSMUSG00000027679
Dnajc2	ENSMUSG00000029014
Dnajc24	ENSMUSG00000027166
Dnajc25	ENSMUSG00000070972
Dnajc30	ENSMUSG00000061118
Dnajc5	ENSMUSG00000000826
Dnajc5b	ENSMUSG00000027606
Dnajc6	ENSMUSG00000028528
Dnajc8	ENSMUSG00000054405
Dnase1l1	ENSMUSG00000019088
Dner	ENSMUSG00000036766
Dnlz	ENSMUSG00000075467
Dnm1	ENSMUSG00000026825
Dnm3	ENSMUSG00000040265
Dnpep	ENSMUSG00000026209
Dnttip1	ENSMUSG00000017299
Dnttip2	ENSMUSG00000039756
Dock10	ENSMUSG00000038608
Dock11	ENSMUSG00000031093
Dock7	ENSMUSG00000028556
Dok5	ENSMUSG00000027560
Dok7	ENSMUSG00000044716
Dolk	ENSMUSG00000075419
Dolpp1	ENSMUSG00000026856
Dph2	ENSMUSG00000028540
Dph5	ENSMUSG00000033554
Dph6	ENSMUSG00000057147
Dph7	ENSMUSG00000026975
Dpm1	ENSMUSG00000078919
Dpm2	ENSMUSG00000026810
Dpm3	ENSMUSG00000042737
Dpp10	ENSMUSG00000036815
Dpp6	ENSMUSG00000061576
Dpp7	ENSMUSG00000026958
Dpy19l4	ENSMUSG00000045205
Dpyd	ENSMUSG00000033308
Dpysl5	ENSMUSG00000029168
Dr1	ENSMUSG00000029265
Dram2	ENSMUSG00000027900
Drc1	ENSMUSG00000073102
Drp2	ENSMUSG00000000223
Dsel	ENSMUSG00000038702
Dst	ENSMUSG00000026131
Dstn	ENSMUSG00000015932
Dstyk	ENSMUSG00000042046
Dtd1	ENSMUSG00000027430
Dtwd1	ENSMUSG00000023330
Dtx2	ENSMUSG00000004947
Dtymk	ENSMUSG00000026281
Dusp10	ENSMUSG00000039384
Dusp12	ENSMUSG00000026659
Dusp15	ENSMUSG00000042662
Dusp19	ENSMUSG00000027001
Dusp23	ENSMUSG00000026544
Dusp28	ENSMUSG00000047067
Dut	ENSMUSG00000027203
Dvl1	ENSMUSG00000029071
Dync1i2	ENSMUSG00000027012
Dynll1	ENSMUSG00000009013
Dynlrb1	ENSMUSG00000047459
Dynlt3	ENSMUSG00000031176
Dyrk3	ENSMUSG00000016526
Dzank1	ENSMUSG00000037259
E130102H24Rik	ENSMUSG00000086782
E130114P18Rik	ENSMUSG00000048747
E130308A19Rik	ENSMUSG00000045071
E130311K13Rik	ENSMUSG00000048581
E2f1	ENSMUSG00000027490
E2f2	ENSMUSG00000018983
E2f5	ENSMUSG00000027552
Ebf4	ENSMUSG00000053552
Ebna1bp2	ENSMUSG00000028729
Ebp	ENSMUSG00000031168
Ece1	ENSMUSG00000057530
Ect2	ENSMUSG00000027699
Eda	ENSMUSG00000059327
Edem2	ENSMUSG00000038312
Edem3	ENSMUSG00000043019
Edf1	ENSMUSG00000015092
Eef1a2	ENSMUSG00000016349
Eef1b2	ENSMUSG00000025967
Efcab14	ENSMUSG00000034210
Efcab2	ENSMUSG00000026495
Efcab7	ENSMUSG00000073791
Efcab7	ENSMUSG00000116201
Efhc1	ENSMUSG00000041809
Efhc2	ENSMUSG00000025038
Efhd1	ENSMUSG00000026255
Efhd2	ENSMUSG00000040659
Efna1	ENSMUSG00000027954
Efnb1	ENSMUSG00000031217
Egfem1	ENSMUSG00000063600
Egfl7	ENSMUSG00000026921
Ehd4	ENSMUSG00000027293
Ehmt1	ENSMUSG00000036893
Eid1	ENSMUSG00000091337
Eif1ax	ENSMUSG00000067194
Eif2a	ENSMUSG00000027810
Eif2ak4	ENSMUSG00000005102
Eif2b1	ENSMUSG00000029388
Eif2b3	ENSMUSG00000028683
Eif2b4	ENSMUSG00000029145
Eif2d	ENSMUSG00000026427
Eif2s2	ENSMUSG00000074656
Eif2s3x	ENSMUSG00000035150
Eif3i	ENSMUSG00000028798
Eif3j1	ENSMUSG00000027236
Eif3m	ENSMUSG00000027170
Eif4e	ENSMUSG00000028156
Eif4e2	ENSMUSG00000026254
Eif4g3	ENSMUSG00000028760
Eif4h	ENSMUSG00000040731
Eif5a2	ENSMUSG00000050192
Eif5b	ENSMUSG00000026083
Eif6	ENSMUSG00000027613
Elavl2	ENSMUSG00000008489
Elavl4	ENSMUSG00000028546
Elf2	ENSMUSG00000037174
Elk1	ENSMUSG00000009406
Elk4	ENSMUSG00000026436
Elmo2	ENSMUSG00000017670
Eloa	ENSMUSG00000028668
Eloc	ENSMUSG00000079658
Elovl1	ENSMUSG00000006390
Elovl6	ENSMUSG00000041220
Elp4	ENSMUSG00000027167
Emc1	ENSMUSG00000078517
Emc4	ENSMUSG00000027131
Emc7	ENSMUSG00000055943
Emcn	ENSMUSG00000054690
Emd	ENSMUSG00000001964
Emilin1	ENSMUSG00000029163
Enah	ENSMUSG00000022995
Endog	ENSMUSG00000015337
Eng	ENSMUSG00000026814
Enho	ENSMUSG00000028445
Eno1	ENSMUSG00000063524
Enoph1	ENSMUSG00000029326
Enox2	ENSMUSG00000031109
Ensa	ENSMUSG00000038619
Entpd2	ENSMUSG00000015085
Entpd6	ENSMUSG00000033068
Ep400	ENSMUSG00000029505
Epb41	ENSMUSG00000028906
Epb41l1	ENSMUSG00000027624
Epb41l4b	ENSMUSG00000028434
Epb41l5	ENSMUSG00000026383
Epc2	ENSMUSG00000069495
Epha10	ENSMUSG00000028876
Epha4	ENSMUSG00000026235
Epha5	ENSMUSG00000029245
Epha7	ENSMUSG00000028289
Epha8	ENSMUSG00000028661
Ephb2	ENSMUSG00000028664
Ephx1	ENSMUSG00000038776
Ephx4	ENSMUSG00000033805
Eppin	ENSMUSG00000017733
Eprs	ENSMUSG00000026615
Eps15	ENSMUSG00000028552
Ercc5	ENSMUSG00000026048
Ergic3	ENSMUSG00000005881
Eri3	ENSMUSG00000033423
Erich3	ENSMUSG00000078161
Erp29	ENSMUSG00000029616
Erp44	ENSMUSG00000028343
Errfi1	ENSMUSG00000028967
Esf1	ENSMUSG00000045624
Espn	ENSMUSG00000028943
Esrrg	ENSMUSG00000026610
Etfdh	ENSMUSG00000027809
Etl4	ENSMUSG00000036617
Etv3	ENSMUSG00000003382
Eva1b	ENSMUSG00000050212
Evi5	ENSMUSG00000011831
Exd1	ENSMUSG00000048647
Exo5	ENSMUSG00000028629
Exoc1	ENSMUSG00000036435
Exosc10	ENSMUSG00000017264
Exosc2	ENSMUSG00000039356
Exosc3	ENSMUSG00000028322
Exosc8	ENSMUSG00000027752
Exosc9	ENSMUSG00000027714
Ext2	ENSMUSG00000027198
Extl2	ENSMUSG00000027963
Eya3	ENSMUSG00000028886
F11r	ENSMUSG00000038235
F3	ENSMUSG00000028128
F730016J06Rik	ENSMUSG00000086425
F8	ENSMUSG00000031196
F8a	ENSMUSG00000078317
Faah	ENSMUSG00000034171
Faap20	ENSMUSG00000073684
Fabp3	ENSMUSG00000028773
Fabp5	ENSMUSG00000027533
Faf1	ENSMUSG00000010517
Fahd2a	ENSMUSG00000027371
Fam102a	ENSMUSG00000039157
Fam102b	ENSMUSG00000040339
Fam107b	ENSMUSG00000026655
Fam110a	ENSMUSG00000027459
Fam110b	ENSMUSG00000049119
Fam114a1	ENSMUSG00000029185
Fam117b	ENSMUSG00000041040
Fam120c	ENSMUSG00000025262
Fam122b	ENSMUSG00000036022
Fam126a	ENSMUSG00000028995
Fam126b	ENSMUSG00000038174
Fam129a	ENSMUSG00000026483
Fam129b	ENSMUSG00000026796
Fam131c	ENSMUSG00000006218
Fam133b	ENSMUSG00000058503
Fam135a	ENSMUSG00000026153
Fam163b	ENSMUSG00000009216
Fam168b	ENSMUSG00000037503
Fam171a1	ENSMUSG00000050530
Fam171b	ENSMUSG00000048388
Fam174a	ENSMUSG00000051185
Fam178b	ENSMUSG00000046337
Fam184b	ENSMUSG00000015879
Fam185a	ENSMUSG00000047221
Fam189b	ENSMUSG00000032657
Fam193a	ENSMUSG00000037210
Fam199x	ENSMUSG00000042595
Fam20b	ENSMUSG00000033557
Fam210b	ENSMUSG00000027495
Fam214b	ENSMUSG00000036002
Fam216a	ENSMUSG00000029463
Fam217b	ENSMUSG00000070476
Fam219a	ENSMUSG00000028439
Fam221b	ENSMUSG00000043633
Fam222a	ENSMUSG00000041930
Fam241a	ENSMUSG00000050549
Fam3a	ENSMUSG00000031399
Fam43b	ENSMUSG00000078235
Fam50a	ENSMUSG00000001962
Fam53a	ENSMUSG00000037339
Fam72a	ENSMUSG00000055184
Fam76a	ENSMUSG00000028878
Fam78b	ENSMUSG00000060568
Fam83d	ENSMUSG00000027654
Fam92a	ENSMUSG00000028218
Fam98b	ENSMUSG00000027349
Fancb	ENSMUSG00000047757
Fancg	ENSMUSG00000028453
Farp2	ENSMUSG00000034066
Farsb	ENSMUSG00000026245
Fastk	ENSMUSG00000028959
Fastkd1	ENSMUSG00000027086
Fastkd2	ENSMUSG00000025962
Fastkd5	ENSMUSG00000079043
Fat4	ENSMUSG00000046743
Faxc	ENSMUSG00000028246
Fblim1	ENSMUSG00000006219
Fbn1	ENSMUSG00000027204
Fbrsl1	ENSMUSG00000043323
Fbxl4	ENSMUSG00000040410
Fbxl5	ENSMUSG00000039753
Fbxo10	ENSMUSG00000048232
Fbxo2	ENSMUSG00000041556
Fbxo21	ENSMUSG00000032898
Fbxo28	ENSMUSG00000047539
Fbxo3	ENSMUSG00000027180
Fbxo36	ENSMUSG00000073633
Fbxo42	ENSMUSG00000028920
Fbxo44	ENSMUSG00000029001
Fbxo6	ENSMUSG00000055401
Fbxw2	ENSMUSG00000035949
Fbxw5	ENSMUSG00000015095
Fbxw7	ENSMUSG00000028086
Fbxw8	ENSMUSG00000032867
Fcer1g	ENSMUSG00000058715
Fdps	ENSMUSG00000059743
Fgd1	ENSMUSG00000025265
Fgf13	ENSMUSG00000031137
Fgf2	ENSMUSG00000037225
Fgf5	ENSMUSG00000029337
Fgf7	ENSMUSG00000027208
Fgg	ENSMUSG00000033860
Fggy	ENSMUSG00000028573
Fh1	ENSMUSG00000026526
Fhdc1	ENSMUSG00000041842
Fhl1	ENSMUSG00000023092
Fhl2	ENSMUSG00000008136
Fibin	ENSMUSG00000074971
Ficd	ENSMUSG00000053334
Fign	ENSMUSG00000075324
Fip1l1	ENSMUSG00000029227
Fitm2	ENSMUSG00000048486
Fjx1	ENSMUSG00000075012
Fkbp15	ENSMUSG00000066151
Fkbp1a	ENSMUSG00000032966
Fkbp7	ENSMUSG00000002732
Fktn	ENSMUSG00000028414
Flad1	ENSMUSG00000042642
Flna	ENSMUSG00000031328
Flrt3	ENSMUSG00000051379
Flvcr1	ENSMUSG00000066595
Fmn1	ENSMUSG00000044042
Fmn2	ENSMUSG00000028354
Fmnl2	ENSMUSG00000036053
Fmo1	ENSMUSG00000040181
Fmo5	ENSMUSG00000028088
Fmr1	ENSMUSG00000000838
Fn1	ENSMUSG00000026193
Fnbp1	ENSMUSG00000075415
Fnbp1l	ENSMUSG00000039735
Fnbp4	ENSMUSG00000008200
Fndc10	ENSMUSG00000074738
Fndc3b	ENSMUSG00000039286
Fndc4	ENSMUSG00000038552
Fndc5	ENSMUSG00000001334
Fnip2	ENSMUSG00000061175
Focad	ENSMUSG00000038368
Fosl2	ENSMUSG00000029135
Foxj3	ENSMUSG00000032998
Foxo1	ENSMUSG00000044167
Foxo4	ENSMUSG00000042903
Foxo6	ENSMUSG00000052135
Fpgs	ENSMUSG00000009566
Fpgt	ENSMUSG00000053870
Frg2f1	ENSMUSG00000087385
Frmd3	ENSMUSG00000049122
Frmd4a	ENSMUSG00000026657
Frmd5	ENSMUSG00000027238
Frmpd1	ENSMUSG00000035615
Frmpd3	ENSMUSG00000042425
Frmpd4	ENSMUSG00000049176
Frrs1l	ENSMUSG00000045589
Fryl	ENSMUSG00000070733
Frzb	ENSMUSG00000027004
Fsd1l	ENSMUSG00000054752
Fstl5	ENSMUSG00000034098
Ftsj1	ENSMUSG00000031171
Ftx	ENSMUSG00000086370
Fubp1	ENSMUSG00000028034
Fubp3	ENSMUSG00000026843
Fuca1	ENSMUSG00000028673
Fundc1	ENSMUSG00000025040
Fundc2	ENSMUSG00000031198
Fut9	ENSMUSG00000055373
Fxr1	ENSMUSG00000027680
Fyb2	ENSMUSG00000078612
Fzd1	ENSMUSG00000044674
Fzd5	ENSMUSG00000045005
Fzd7	ENSMUSG00000041075
G0s2	ENSMUSG00000009633
G3bp2	ENSMUSG00000029405
G6pdx	ENSMUSG00000031400
Gab3	ENSMUSG00000032750
Gabbr2	ENSMUSG00000039809
Gabpb1	ENSMUSG00000027361
Gabpb2	ENSMUSG00000038766
Gabra2	ENSMUSG00000000560
Gabra3	ENSMUSG00000031343
Gabra4	ENSMUSG00000029211
Gabrb1	ENSMUSG00000029212
Gabrg1	ENSMUSG00000001260
Gak	ENSMUSG00000062234
Gale	ENSMUSG00000028671
Galk2	ENSMUSG00000027207
Galnt11	ENSMUSG00000038072
Galnt13	ENSMUSG00000060988
Galnt17	ENSMUSG00000034040
Galnt3	ENSMUSG00000026994
Galnt5	ENSMUSG00000026828
Galnt9	ENSMUSG00000033316
Galt	ENSMUSG00000036073
Ganc	ENSMUSG00000062646
Gapvd1	ENSMUSG00000026867
Gar1	ENSMUSG00000028010
Garnl3	ENSMUSG00000038860
Gatad1	ENSMUSG00000007415
Gatad2b	ENSMUSG00000042390
Gatb	ENSMUSG00000028085
Gatc	ENSMUSG00000029536
Gatm	ENSMUSG00000027199
Gatm	ENSMUSG00000111138
Gba	ENSMUSG00000028048
Gba2	ENSMUSG00000028467
Gbp2	ENSMUSG00000028270
Gbp3	ENSMUSG00000028268
Gbp5	ENSMUSG00000105504
Gbp7	ENSMUSG00000040253
Gbx1	ENSMUSG00000067724
Gca	ENSMUSG00000026893
Gchfr	ENSMUSG00000046814
Gclm	ENSMUSG00000028124
Gdap1	ENSMUSG00000025777
Gdap1l1	ENSMUSG00000017943
Gdap2	ENSMUSG00000027865
Gdi1	ENSMUSG00000015291
Gdpd2	ENSMUSG00000019359
Gem	ENSMUSG00000028214
Gemin8	ENSMUSG00000040621
Gfm1	ENSMUSG00000027774
Gfra4	ENSMUSG00000027316
Ggh	ENSMUSG00000073987
Ggt7	ENSMUSG00000027603
Ggta1	ENSMUSG00000035778
Gid8	ENSMUSG00000027573
Gigyf2	ENSMUSG00000048000
Gin1	ENSMUSG00000026333
Gins1	ENSMUSG00000027454
Gipc2	ENSMUSG00000039131
Git2	ENSMUSG00000041890
Gk	ENSMUSG00000025059
Gla	ENSMUSG00000031266
Gle1	ENSMUSG00000019715
Glipr2	ENSMUSG00000028480
Glmn	ENSMUSG00000029276
Glmp	ENSMUSG00000001418
Glrb	ENSMUSG00000028020
Glrx2	ENSMUSG00000018196
Gls	ENSMUSG00000026103
Glt1d1	ENSMUSG00000049971
Gltp	ENSMUSG00000011884
Glul	ENSMUSG00000026473
Gm10138	ENSMUSG00000100954
Gm10419	ENSMUSG00000072769
Gm10516	ENSMUSG00000097316
Gm10600	ENSMUSG00000083929
Gm10762	ENSMUSG00000074807
Gm10800	ENSMUSG00000075014
Gm11549	ENSMUSG00000085007
Gm11808	ENSMUSG00000068240
Gm11837	ENSMUSG00000086587
Gm12371	ENSMUSG00000084898
Gm12454	ENSMUSG00000087142
Gm12802	ENSMUSG00000085304
Gm12840	ENSMUSG00000086320
Gm12843	ENSMUSG00000085749
Gm12976	ENSMUSG00000087575
Gm13075	ENSMUSG00000086061
Gm13203	ENSMUSG00000087273
Gm13267	ENSMUSG00000085818
Gm13373	ENSMUSG00000087196
Gm13425	ENSMUSG00000085224
Gm13483	ENSMUSG00000085862
Gm13530	ENSMUSG00000086939
Gm13715	ENSMUSG00000085025
Gm13830	ENSMUSG00000086368
Gm13837	ENSMUSG00000086055
Gm13889	ENSMUSG00000087006
Gm14029	ENSMUSG00000086652
Gm14246	ENSMUSG00000087536
Gm14286	ENSMUSG00000087445
Gm14295	ENSMUSG00000078877
Gm14296	ENSMUSG00000074527
Gm14305	ENSMUSG00000078878
Gm14317	ENSMUSG00000086179
Gm14325	ENSMUSG00000095362
Gm14326	ENSMUSG00000078862
Gm14327	ENSMUSG00000074521
Gm14399	ENSMUSG00000090093
Gm14403	ENSMUSG00000094786
Gm14418	ENSMUSG00000078867
Gm14419	ENSMUSG00000078875
Gm14443	ENSMUSG00000078902
Gm14827	ENSMUSG00000084904
Gm15417	ENSMUSG00000074466
Gm15446	ENSMUSG00000090015
Gm15496	ENSMUSG00000085953
Gm15551	ENSMUSG00000086679
Gm15675	ENSMUSG00000086825
Gm15853	ENSMUSG00000103400
Gm15860	ENSMUSG00000087336
Gm15867	ENSMUSG00000089812
Gm16008	ENSMUSG00000087381
Gm16083	ENSMUSG00000085526
Gm16152	ENSMUSG00000087131
Gm16701	ENSMUSG00000097823
Gm16701	ENSMUSG00000102548
Gm1673	ENSMUSG00000070858
Gm16894	ENSMUSG00000097899
Gm17354	ENSMUSG00000091985
Gm19461	ENSMUSG00000101693
Gm19705	ENSMUSG00000097113
Gm2000	ENSMUSG00000078193
Gm20342	ENSMUSG00000101599
Gm20632	ENSMUSG00000093577
Gm20721	ENSMUSG00000090625
Gm20878	ENSMUSG00000078747
Gm2464	ENSMUSG00000102215
Gm26691	ENSMUSG00000097911
Gm26756	ENSMUSG00000097840
Gm26881	ENSMUSG00000096974
Gm28050	ENSMUSG00000099061
Gm28913	ENSMUSG00000102055
Gm29480	ENSMUSG00000101995
Gm30648	ENSMUSG00000106139
Gm31812	ENSMUSG00000109599
Gm33973	ENSMUSG00000103451
Gm34342	ENSMUSG00000102158
Gm37168	ENSMUSG00000103174
Gm37305	ENSMUSG00000103041
Gm37640	ENSMUSG00000102862
Gm38101	ENSMUSG00000104157
Gm4208	ENSMUSG00000100426
Gm42517	ENSMUSG00000105867
Gm42595	ENSMUSG00000105161
Gm42670	ENSMUSG00000107319
Gm42722	ENSMUSG00000106093
Gm42851	ENSMUSG00000106688
Gm43062	ENSMUSG00000104671
Gm43376	ENSMUSG00000104677
Gm43409	ENSMUSG00000104606
Gm43614	ENSMUSG00000106052
Gm43672	ENSMUSG00000106019
Gm43713	ENSMUSG00000106218
Gm43848	ENSMUSG00000106317
Gm45447	ENSMUSG00000109780
Gm45495	ENSMUSG00000106981
Gm45902	ENSMUSG00000051396
Gm4631	ENSMUSG00000078899
Gm567	ENSMUSG00000104610
Gm6710	ENSMUSG00000078887
Gm6938	ENSMUSG00000087586
Gm7160	ENSMUSG00000099843
Gm7271	ENSMUSG00000091204
Gm7467	ENSMUSG00000098449
Gm7967	ENSMUSG00000100009
Gm8773	ENSMUSG00000073234
Gm8797	ENSMUSG00000103034
Gm9774	ENSMUSG00000042165
Gm9916	ENSMUSG00000104178
Gm9947	ENSMUSG00000054493
Gmeb1	ENSMUSG00000028901
Gmeb2	ENSMUSG00000038705
Gmppa	ENSMUSG00000033021
Gmps	ENSMUSG00000027823
Gnai1	ENSMUSG00000057614
Gnai3	ENSMUSG00000000001
Gnas	ENSMUSG00000027523
Gnb1	ENSMUSG00000029064
Gnb4	ENSMUSG00000027669
Gne	ENSMUSG00000028479
Gng10	ENSMUSG00000038607
Gng5	ENSMUSG00000068523
Gnl2	ENSMUSG00000028869
Gnl3l	ENSMUSG00000025266
Gnpda2	ENSMUSG00000029209
Golga1	ENSMUSG00000026754
Golga2	ENSMUSG00000002546
Golga3	ENSMUSG00000029502
Golim4	ENSMUSG00000034109
Golph3l	ENSMUSG00000046519
Gon4l	ENSMUSG00000054199
Gorab	ENSMUSG00000040124
Gorasp2	ENSMUSG00000014959
Gpat2	ENSMUSG00000046338
Gpat3	ENSMUSG00000029314
Gpatch2	ENSMUSG00000039210
Gpatch3	ENSMUSG00000028850
Gpatch4	ENSMUSG00000028069
Gpbp1l1	ENSMUSG00000034042
Gpc1	ENSMUSG00000034220
Gpc3	ENSMUSG00000055653
Gpcpd1	ENSMUSG00000027346
Gpd2	ENSMUSG00000026827
Gpkow	ENSMUSG00000031148
